num,objID,flag,conf,Anomaly Score,RA,Dec,u_b_exp
37419,1237663235525706148,0,0.5081,0.05097629129886627,1.348253,29.726944,22.063170797923377
37420,1237680332178326111,0,0.8222,0.03277965635061264,3.342044,29.770708,22.40413784902424
37421,1237680332178457666,0,0.5261,0.010349207557737827,3.839644,29.690275,22.908315803137317
37422,1237680332178784726,0,0.6061,0.015063775703310966,4.572355,29.752306,22.366637609944213
37423,1237680332179702206,0,0.9546,0.02507588639855385,6.985618,29.601602,21.60831561265752
37424,1237680332180029956,0,0.8351,0.053196243941783905,7.975233,29.676753,22.27233364461127
37425,1237680332180226511,0,0.8383,0.038361065089702606,8.445574,29.687831,
37426,1237680332180423388,0,0.9484,0.024909300729632378,8.855741,29.689135,22.275609648135802
37427,1237680332180554291,0,0.7722,0.02607121132314205,9.33412,29.550251,22.467119748320915
37428,1237680332180751175,0,0.9521,0.027010701596736908,9.774179,29.538021,22.441076214825568
37429,1237680332181733895,0,0.9003,0.03576267510652542,12.436122,29.483585,22.37085136470415
